仓库信息,平均温度,粮情时间
11仓,3.629166841506958,2015-01-18
11仓,5.558332920074463,2015-01-19
11仓,4.7208333015441895,2015-01-20
11仓,5.920833110809326,2015-01-21
11仓,5.666666507720947,2015-01-22
11仓,0.20019245147705078,2015-01-23
11仓,5.941667079925537,2015-03-01
11仓,5.804166793823242,2015-03-02
11仓,5.945833206176758,2015-03-03
11仓,6.077777862548828,2015-03-04
11仓,5.777777194976807,2015-03-05
11仓,5.527778148651123,2015-03-06
11仓,5.5625,2015-03-07
11仓,5.805555820465088,2015-03-08
11仓,6.02222204208374,2015-03-09
11仓,5.806944370269775,2015-03-10
11仓,5.5958333015441895,2015-03-11
11仓,5.763888835906982,2015-03-12
11仓,6.125,2015-03-13
11仓,6.79027795791626,2015-03-14
11仓,7.566666126251221,2015-03-16
11仓,8.084722518920898,2015-03-17
11仓,8.765276908874512,2015-03-18
11仓,8.86388874053955,2015-03-19
11仓,8.958333969116211,2015-03-20
11仓,9.300000190734863,2015-03-21
11仓,9.831944465637207,2015-03-22
11仓,10.170832633972168,2015-03-23
11仓,10.241667747497559,2015-03-24
11仓,10.21805477142334,2015-03-25
11仓,10.255555152893066,2015-03-26
11仓,10.333333015441895,2015-03-27
11仓,10.843055725097656,2015-03-29
11仓,11.386112213134766,2015-03-30
11仓,12.131943702697754,2015-03-31
11仓,13.213890075683594,2015-04-01
11仓,13.34305477142334,2015-04-02
11仓,13.162501335144043,2015-04-03
11仓,12.677777290344238,2015-04-04
11仓,11.98611068725586,2015-04-06
11仓,11.566666603088379,2015-04-07
11仓,11.01111125946045,2015-04-08
11仓,10.700000762939453,2015-04-09
11仓,10.700000762939453,2015-04-10
11仓,11.097221374511719,2015-04-11
11仓,11.470832824707031,2015-04-12
11仓,11.88611125946045,2015-04-13
11仓,11.737500190734863,2015-04-14
11仓,11.713889122009277,2015-04-15
11仓,11.976387977600098,2015-04-16
11仓,12.55138874053955,2015-04-17
11仓,13.133334159851074,2015-04-18
11仓,13.973610877990723,2015-04-20
11仓,13.848610877990723,2015-04-21
11仓,13.949999809265137,2015-04-22
11仓,14.398612022399902,2015-04-23
11仓,15.08055591583252,2015-04-24
11仓,15.922222137451172,2015-04-25
11仓,16.663888931274414,2015-04-26
11仓,17.25694465637207,2015-04-27
11仓,18.03611183166504,2015-04-28
11仓,18.281944274902344,2015-04-29
11仓,18.333332061767578,2015-04-30
11仓,18.55555534362793,2015-05-01
11仓,18.62360954284668,2015-05-04
11仓,18.429166793823242,2015-05-05
11仓,18.419443130493164,2015-05-06
11仓,18.677778244018555,2015-05-07
11仓,18.99860954284668,2015-05-08
11仓,19.193056106567383,2015-05-09
11仓,19.072221755981445,2015-05-10
11仓,19.15972137451172,2015-05-11
11仓,18.706945419311523,2015-05-12
11仓,18.627779006958008,2015-05-13
11仓,18.991666793823242,2015-05-14
