仓库信息,平均温度,粮情时间
10仓,5.11805534362793,2015-01-18
10仓,5.058332920074463,2015-01-19
10仓,4.9708333015441895,2015-01-20
10仓,5.06944465637207,2015-01-21
10仓,5.1347222328186035,2015-01-22
10仓,5.004166603088379,2015-01-23
10仓,6.1861114501953125,2015-03-01
10仓,6.045833587646484,2015-03-02
10仓,6.06944465637207,2015-03-03
10仓,6.169444561004639,2015-03-04
10仓,6.051389217376709,2015-03-05
10仓,5.930555820465088,2015-03-06
10仓,5.886110782623291,2015-03-07
10仓,5.950000286102295,2015-03-08
10仓,6.034721851348877,2015-03-09
10仓,5.9986114501953125,2015-03-10
10仓,5.834722518920898,2015-03-11
10仓,5.833333492279053,2015-03-12
10仓,6.098611354827881,2015-03-13
10仓,6.601389408111572,2015-03-14
10仓,7.288888931274414,2015-03-16
10仓,7.731944561004639,2015-03-17
10仓,7.941667079925537,2015-03-18
10仓,8.16249942779541,2015-03-19
10仓,8.316666603088379,2015-03-20
10仓,8.604166984558105,2015-03-21
10仓,8.98888874053955,2015-03-22
10仓,9.291666984558105,2015-03-23
10仓,9.505555152893066,2015-03-24
10仓,9.568055152893066,2015-03-25
10仓,9.663887977600098,2015-03-26
10仓,9.75694465637207,2015-03-27
10仓,10.5,2015-03-29
10仓,10.95138931274414,2015-03-30
10仓,11.5625,2015-03-31
10仓,11.884722709655762,2015-04-01
10仓,12.152777671813965,2015-04-02
10仓,12.127777099609375,2015-04-03
10仓,12.194445610046387,2015-04-04
10仓,11.773612022399902,2015-04-06
10仓,11.479166984558105,2015-04-07
10仓,10.904167175292969,2015-04-08
10仓,10.515277862548828,2015-04-09
10仓,10.63194465637207,2015-04-10
10仓,14.672222137451172,2015-04-11
10仓,12.927779197692871,2015-04-12
10仓,12.925000190734863,2015-04-13
10仓,12.012499809265137,2015-04-14
10仓,11.894444465637207,2015-04-15
10仓,13.844444274902344,2015-04-16
10仓,14.244444847106934,2015-04-17
10仓,14.958334922790527,2015-04-18
10仓,15.163887977600098,2015-04-20
10仓,14.211112022399902,2015-04-21
10仓,14.884723663330078,2015-04-22
10仓,16.77916717529297,2015-04-23
10仓,17.375,2015-04-24
10仓,18.02916717529297,2015-04-25
10仓,19.04166603088379,2015-04-26
10仓,18.988889694213867,2015-04-27
10仓,19.287500381469727,2015-04-28
10仓,19.1472225189209,2015-04-29
10仓,18.83333396911621,2015-04-30
10仓,18.922222137451172,2015-05-01
10仓,18.57777976989746,2015-05-04
10仓,18.423612594604492,2015-05-05
10仓,18.39027976989746,2015-05-06
10仓,18.625,2015-05-07
10仓,19.048608779907227,2015-05-08
10仓,19.144445419311523,2015-05-09
10仓,18.92361068725586,2015-05-10
10仓,18.880556106567383,2015-05-11
10仓,18.31944465637207,2015-05-12
10仓,18.28472328186035,2015-05-13
10仓,19.012500762939453,2015-05-14
10仓,20.111112594604492,2015-05-15
10仓,20.058332443237305,2015-05-16
10仓,19.94444465637207,2015-05-17
10仓,19.929166793823242,2015-05-18
10仓,20.0847225189209,2015-05-19
10仓,20.581945419311523,2015-05-20
10仓,20.745834350585938,2015-05-21
10仓,20.72916603088379,2015-05-22
10仓,20.568056106567383,2015-05-23
10仓,20.579164505004883,2015-05-24
10仓,20.755556106567383,2015-05-25
10仓,21.019445419311523,2015-05-26
10仓,21.15277671813965,2015-05-27
10仓,20.144445419311523,2015-05-29
10仓,20.03472137451172,2015-05-30
10仓,20.115278244018555,2015-05-31
10仓,20.4152774810791,2015-06-01
10仓,21.047224044799805,2015-06-02
10仓,21.16666603088379,2015-06-03
10仓,21.073612213134766,2015-06-04
10仓,24.40138816833496,2015-06-05
10仓,27.866668701171875,2015-06-06
10仓,26.72222328186035,2015-06-07
10仓,27.01527976989746,2015-06-08
10仓,26.08472442626953,2015-06-09
10仓,28.843053817749023,2015-06-15
10仓,28.605554580688477,2015-06-16
10仓,29.984724044799805,2015-06-17
10仓,33.47639083862305,2015-06-18
10仓,32.87083435058594,2015-06-19
10仓,29.23333168029785,2015-06-20
10仓,27.327775955200195,2015-06-21
10仓,28.080556869506836,2015-06-22
10仓,27.861108779907227,2015-06-23
10仓,27.779165267944336,2015-06-24
10仓,27.34722137451172,2015-06-25
10仓,26.843055725097656,2015-06-26
10仓,26.711111068725586,2015-06-27
10仓,26.511110305786133,2015-06-28
10仓,26.2722225189209,2015-06-29
10仓,27.063888549804688,2015-07-03
10仓,27.561111450195312,2015-07-04
10仓,27.423612594604492,2015-07-05
10仓,27.429166793823242,2015-07-06
10仓,27.11250114440918,2015-07-07
10仓,27.870834350585938,2015-07-08
10仓,27.934297561645508,2015-07-09
10仓,27.88055419921875,2015-07-10
10仓,27.870834350585938,2015-07-11
10仓,27.88749885559082,2015-07-12
10仓,28.047224044799805,2015-07-13
10仓,28.429168701171875,2015-07-14
10仓,28.691665649414062,2015-07-15
10仓,28.873611450195312,2015-07-16
10仓,28.697019577026367,2015-07-17
10仓,28.263887405395508,2015-07-18
10仓,27.863235473632812,2015-07-19
10仓,27.594444274902344,2015-07-20
10仓,27.53888702392578,2015-07-21
10仓,27.65972328186035,2015-07-22
10仓,27.779165267944336,2015-07-23
10仓,27.927778244018555,2015-07-24
10仓,27.84722137451172,2015-07-25
10仓,27.975000381469727,2015-07-26
10仓,26.518056869506836,2015-07-27
10仓,28.087501525878906,2015-07-28
10仓,29.334718704223633,2015-07-29
10仓,30.065279006958008,2015-07-30
10仓,30.566667556762695,2015-07-31
10仓,31.46666717529297,2015-08-01
10仓,30.070833206176758,2015-08-02
10仓,30.251388549804688,2015-08-03
10仓,30.558334350585938,2015-08-04
10仓,30.83611297607422,2015-08-05
10仓,31.101388931274414,2015-08-06
10仓,31.127777099609375,2015-08-07
10仓,31.02638816833496,2015-08-08
10仓,30.899999618530273,2015-08-09
10仓,30.563888549804688,2015-08-10
10仓,29.91388702392578,2015-08-11
10仓,29.48472023010254,2015-08-12
10仓,29.39583396911621,2015-08-13
10仓,29.506942749023438,2015-08-14
10仓,29.637502670288086,2015-08-15
10仓,29.629165649414062,2015-08-16
10仓,29.666664123535156,2015-08-17
10仓,29.708330154418945,2015-08-18
10仓,29.638887405395508,2015-08-19
10仓,29.40277862548828,2015-08-20
10仓,29.038888931274414,2015-08-21
10仓,28.88749885559082,2015-08-22
10仓,28.888891220092773,2015-08-23
10仓,28.90833282470703,2015-08-24
10仓,28.830556869506836,2015-08-25
10仓,28.74305534362793,2015-08-26
10仓,28.78333282470703,2015-08-27
10仓,28.801389694213867,2015-08-28
10仓,28.855554580688477,2015-08-29
10仓,28.873611450195312,2015-08-30
10仓,28.881948471069336,2015-08-31
10仓,28.884721755981445,2015-09-01
10仓,28.75555419921875,2015-09-02
10仓,28.673608779907227,2015-09-03
10仓,28.606943130493164,2015-09-04
