仓库信息,平均温度,粮情时间
10仓,3.0805556774139404,2015-01-18
10仓,3.148611068725586,2015-01-19
10仓,3.131944417953491,2015-01-20
10仓,3.1472222805023193,2015-01-21
10仓,3.163888931274414,2015-01-22
10仓,3.179166793823242,2015-01-23
10仓,3.797222137451172,2015-03-01
10仓,3.8291666507720947,2015-03-02
10仓,3.840277671813965,2015-03-03
10仓,3.8583333492279053,2015-03-04
10仓,3.8888890743255615,2015-03-05
10仓,3.9111111164093018,2015-03-06
10仓,3.930555582046509,2015-03-07
10仓,3.9555556774139404,2015-03-08
10仓,3.969444513320923,2015-03-09
10仓,3.965277910232544,2015-03-10
10仓,3.9944446086883545,2015-03-11
10仓,4.004166603088379,2015-03-12
10仓,4.026388645172119,2015-03-13
10仓,4.054166793823242,2015-03-14
10仓,4.094444274902344,2015-03-16
10仓,4.130555629730225,2015-03-17
10仓,4.169444561004639,2015-03-18
10仓,4.215278148651123,2015-03-19
10仓,4.252777576446533,2015-03-20
10仓,4.2791666984558105,2015-03-21
10仓,4.312499523162842,2015-03-22
10仓,4.340278148651123,2015-03-23
10仓,4.369444370269775,2015-03-24
10仓,4.397222518920898,2015-03-25
10仓,4.452777862548828,2015-03-26
10仓,4.481944561004639,2015-03-27
10仓,4.561110973358154,2015-03-29
10仓,4.593055725097656,2015-03-30
10仓,4.63194465637207,2015-03-31
10仓,4.640277862548828,2015-04-01
10仓,4.718055248260498,2015-04-02
10仓,4.768055438995361,2015-04-03
10仓,4.827777862548828,2015-04-04
10仓,4.91249942779541,2015-04-06
10仓,4.945833206176758,2015-04-07
10仓,10.915278434753418,2015-04-08
10仓,10.526389122009277,2015-04-09
10仓,10.649998664855957,2015-04-10
10仓,14.752777099609375,2015-04-11
10仓,12.927777290344238,2015-04-12
10仓,12.909722328186035,2015-04-13
10仓,12.020833015441895,2015-04-14
10仓,11.90000057220459,2015-04-15
10仓,13.858333587646484,2015-04-16
10仓,14.26944351196289,2015-04-17
10仓,14.970833778381348,2015-04-18
10仓,15.17638874053955,2015-04-20
10仓,14.213889122009277,2015-04-21
10仓,14.911110877990723,2015-04-22
10仓,16.82499885559082,2015-04-23
10仓,17.40277671813965,2015-04-24
10仓,18.0402774810791,2015-04-25
10仓,19.08333396911621,2015-04-26
10仓,19.02083396911621,2015-04-27
10仓,19.297224044799805,2015-04-28
10仓,19.197221755981445,2015-04-29
10仓,18.858333587646484,2015-04-30
10仓,18.952777862548828,2015-05-01
10仓,18.59027862548828,2015-05-04
10仓,18.445833206176758,2015-05-05
10仓,18.429166793823242,2015-05-06
10仓,18.649999618530273,2015-05-07
10仓,19.066667556762695,2015-05-08
10仓,19.16805648803711,2015-05-09
10仓,18.962499618530273,2015-05-10
10仓,18.894445419311523,2015-05-11
10仓,18.32916831970215,2015-05-12
10仓,18.29444694519043,2015-05-13
10仓,19.029165267944336,2015-05-14
10仓,20.122220993041992,2015-05-15
10仓,20.08194351196289,2015-05-16
10仓,19.988889694213867,2015-05-17
10仓,19.955556869506836,2015-05-18
10仓,20.116666793823242,2015-05-19
10仓,20.591665267944336,2015-05-20
10仓,20.754167556762695,2015-05-21
10仓,20.74305534362793,2015-05-22
10仓,20.59027671813965,2015-05-23
10仓,20.5847225189209,2015-05-24
10仓,20.761110305786133,2015-05-25
10仓,21.02638816833496,2015-05-26
10仓,21.168054580688477,2015-05-27
10仓,20.191667556762695,2015-05-29
10仓,20.054166793823242,2015-05-30
10仓,20.130556106567383,2015-05-31
10仓,20.434720993041992,2015-06-01
10仓,21.072221755981445,2015-06-02
10仓,21.169443130493164,2015-06-03
10仓,21.070833206176758,2015-06-04
10仓,24.46527671813965,2015-06-05
10仓,27.981943130493164,2015-06-06
10仓,26.7277774810791,2015-06-07
10仓,27.07499885559082,2015-06-08
10仓,26.126388549804688,2015-06-09
10仓,28.92083168029785,2015-06-15
10仓,28.531944274902344,2015-06-16
10仓,33.5444450378418,2015-06-17
10仓,33.358333587646484,2015-06-18
10仓,27.02777862548828,2015-06-19
10仓,27.105554580688477,2015-06-20
10仓,27.9041690826416,2015-06-21
10仓,26.113889694213867,2015-06-22
10仓,26.745834350585938,2015-06-23
10仓,26.973609924316406,2015-06-24
10仓,27.008333206176758,2015-06-25
10仓,27.0291690826416,2015-06-26
10仓,27.03472328186035,2015-06-27
