仓库信息,平均温度,粮情时间
11仓,5.004167079925537,2015-01-18
11仓,4.984722137451172,2015-01-19
11仓,4.844444274902344,2015-01-20
11仓,4.566667079925537,2015-01-21
11仓,4.608333110809326,2015-01-22
11仓,4.477777481079102,2015-01-23
11仓,4.788888454437256,2015-03-01
11仓,4.79722261428833,2015-03-02
11仓,4.812500476837158,2015-03-03
11仓,4.856944561004639,2015-03-04
11仓,4.912499904632568,2015-03-05
11仓,4.918055534362793,2015-03-06
11仓,4.918056011199951,2015-03-07
11仓,4.951388835906982,2015-03-08
11仓,5.004166126251221,2015-03-09
11仓,5.059722423553467,2015-03-10
11仓,5.058332920074463,2015-03-11
11仓,5.109722137451172,2015-03-12
11仓,5.123610973358154,2015-03-13
11仓,5.198611259460449,2015-03-14
11仓,5.336111068725586,2015-03-16
11仓,5.404167175292969,2015-03-17
11仓,5.525001049041748,2015-03-18
11仓,5.597222805023193,2015-03-19
11仓,5.666666507720947,2015-03-20
11仓,5.713888645172119,2015-03-21
11仓,5.793055057525635,2015-03-22
11仓,5.886110782623291,2015-03-23
11仓,5.95972204208374,2015-03-24
11仓,6.0013885498046875,2015-03-25
11仓,6.05555534362793,2015-03-26
11仓,6.105555057525635,2015-03-27
11仓,6.129166126251221,2015-03-29
11仓,6.195833683013916,2015-03-30
11仓,6.280555725097656,2015-03-31
11仓,6.481944561004639,2015-04-01
11仓,6.587500095367432,2015-04-02
11仓,6.644444942474365,2015-04-03
11仓,6.570833206176758,2015-04-04
11仓,6.598611354827881,2015-04-06
11仓,6.620832920074463,2015-04-07
11仓,6.648611068725586,2015-04-08
11仓,6.711111068725586,2015-04-09
11仓,6.718055725097656,2015-04-10
11仓,6.74305534362793,2015-04-11
11仓,6.79027795791626,2015-04-12
11仓,6.863889217376709,2015-04-13
11仓,6.913889408111572,2015-04-14
11仓,6.948610782623291,2015-04-15
11仓,6.913888931274414,2015-04-16
11仓,6.983333587646484,2015-04-17
11仓,7.136110782623291,2015-04-18
11仓,7.315277576446533,2015-04-20
11仓,7.2597222328186035,2015-04-21
11仓,7.2833333015441895,2015-04-22
11仓,7.336111545562744,2015-04-23
11仓,7.400000095367432,2015-04-24
11仓,7.469444751739502,2015-04-25
11仓,7.5638885498046875,2015-04-26
11仓,7.655555248260498,2015-04-27
11仓,7.898611068725586,2015-04-28
11仓,7.831944942474365,2015-04-29
11仓,7.883333206176758,2015-04-30
11仓,7.91527795791626,2015-05-01
11仓,8.054165840148926,2015-05-04
11仓,8.098611831665039,2015-05-05
11仓,8.122221946716309,2015-05-06
11仓,8.347222328186035,2015-05-07
11仓,8.205554962158203,2015-05-08
11仓,8.254166603088379,2015-05-09
